telegram_channel,post_id,post_url,filename_as_published,display_size,posted_at,forwarded_from_name,forwarded_from_url,provisional_document_class,binary_original_status,official_source_status,import_eligibility,reason
robiai33,210,https://t.me/robiai33/210,المجلد_الثاني_القرارات_و_المبادئ.pdf,50.5 MB,2026-08-06T19:05:15+00:00,,,مبدأ قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,211,https://t.me/robiai33/211,المجلد_الرابع_القرارات_و_المبادئ.pdf,38.9 MB,2026-08-06T19:05:15+00:00,,,مبدأ قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,212,https://t.me/robiai33/212,مجلد_المبادئ_القرارات_و_المبادئ.pdf,26.5 MB,2026-08-06T19:05:15+00:00,,,مبدأ قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,213,https://t.me/robiai33/213,2_قرار_إداري_سلبي_امتناع_عن_إحالة.pdf,394.6 KB,2026-08-06T19:05:15+00:00,,,قرار مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,214,https://t.me/robiai33/214,24_قرار_إداري_سلبي_امتناع_عن_تعيين.pdf,390.4 KB,2026-08-06T19:05:15+00:00,,,قرار مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,215,https://t.me/robiai33/215,36_قرار_إداري_سلبي_امتناع_عن_الفسح.pdf,452.7 KB,2026-08-06T19:05:15+00:00,,/s/robiai33?after=215,قرار مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,216,https://t.me/robiai33/216?single,1.pdf,191.7 KB,2026-08-06T19:06:34+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,216,https://t.me/robiai33/225?single,10.pdf,164.4 KB,2026-08-06T19:06:34+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,216,https://t.me/robiai33/217?single,2.pdf,160.7 KB,2026-08-06T19:06:34+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,216,https://t.me/robiai33/218?single,3.pdf,160.5 KB,2026-08-06T19:06:34+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,216,https://t.me/robiai33/219?single,4.pdf,361 KB,2026-08-06T19:06:34+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,216,https://t.me/robiai33/220?single,5.pdf,201.2 KB,2026-08-06T19:06:34+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,216,https://t.me/robiai33/221?single,6.pdf,186.1 KB,2026-08-06T19:06:34+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,216,https://t.me/robiai33/222?single,7.pdf,183.2 KB,2026-08-06T19:06:34+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,216,https://t.me/robiai33/223?single,8.pdf,163.6 KB,2026-08-06T19:06:34+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,216,https://t.me/robiai33/224?single,9.pdf,171.9 KB,2026-08-06T19:06:34+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,226,https://t.me/robiai33/226,سوابق_قضائية_في_جرائم_معلوماتية.pdf,12.2 MB,2026-08-06T19:07:17+00:00,,,سابقة قضائية مرشحة غير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,227,https://t.me/robiai33/227,سفاري.pdf,26.7 MB,2026-08-06T19:11:49+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,228,https://t.me/robiai33/228,سفاري.pdf,4 MB,2026-08-06T19:11:59+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,229,https://t.me/robiai33/229,file.pdf,3.7 MB,2026-08-06T19:12:37+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,230,https://t.me/robiai33/230,100.pdf,6.6 MB,2026-08-06T19:13:00+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,231,https://t.me/robiai33/231?single,المجلد الأول.pdf,26.9 MB,2026-08-06T19:13:25+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,231,https://t.me/robiai33/232?single,المجلد الثاني.pdf,20.2 MB,2026-08-06T19:13:25+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,233,https://t.me/robiai33/233,التسبيبات_الفقهية_في_باب_الإجارة_1443.pdf,1.6 MB,2026-08-06T19:13:40+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,234,https://t.me/robiai33/234,مهمات_من_القواعد_كتاب_الجنايات_الماجد.pdf,518.2 KB,2026-08-06T19:13:56+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,235,https://t.me/robiai33/235,تسبيبات فقهية شاملة.pdf,9.5 MB,2026-08-06T19:14:07+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,236,https://t.me/robiai33/236,التطبيقات القضائية للتحكيم.pdf1.pdf,373.6 KB,2026-08-06T19:15:00+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,237,https://t.me/robiai33/237,‎⁨حكم_قضائي_بإلزام_مدير_شركة_ات_مسؤولية_محدودة_بسداد_الديون_الثابتة⁩.pdf,364.1 KB,2026-08-06T19:15:13+00:00,,,حكم قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,238,https://t.me/robiai33/238,‎⁨حكم_قضائي_بإلزام_مدير_شركة_ات_مسؤولية_محدودة_بسداد_الديون_الثابتة⁩.pdf,364.1 KB,2026-08-06T19:15:19+00:00,,,حكم قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,239,https://t.me/robiai33/239,‎⁨حكم_قضائي_بإلزام_مدير_شركة_ات_مسؤولية_محدودة_بسداد_الديون_الثابتة⁩.pdf,364.1 KB,2026-08-06T19:15:27+00:00,,,حكم قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,240,https://t.me/robiai33/240,التطبيقات القضائية للتحكيم.pdf1.pdf,373.6 KB,2026-08-06T19:15:43+00:00,,/s/robiai33?after=240,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,241,https://t.me/robiai33/241,78.pdf,1.3 MB,2026-08-06T19:16:35+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,242,https://t.me/robiai33/242,78.pdf,1.3 MB,2026-08-06T19:16:46+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,243,https://t.me/robiai33/243,ايقاف الاستحكامات.pdf,702.2 KB,2026-08-06T19:16:55+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,244,https://t.me/robiai33/244,المبادىء_والقرارات_والتقريرات_في.pdf,761.8 KB,2026-08-06T19:18:32+00:00,,,قرار مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,245,https://t.me/robiai33/245,تعاميم وزارة العدل كاملة.pdf,15.8 MB,2026-08-06T19:19:39+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,246,https://t.me/robiai33/246,‎⁨تعميم لكافة الجهات الحكومية⁩.pdf,67.6 KB,2026-08-06T19:23:10+00:00,,,تعميم مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,247,https://t.me/robiai33/247,تعاميم المخدرات.pdf,294 KB,2026-08-06T19:23:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,248,https://t.me/robiai33/248,مجموعة الأحكام (٣٥) مجلد ١٢.pdf,10 MB,2026-08-06T19:23:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,249,https://t.me/robiai33/249,مجموعة الأحكام (٣٥) الفهارس ١٤.pdf,5.1 MB,2026-08-06T19:23:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,250,https://t.me/robiai33/250,مجموعة الأحكام (٣٥) مجلد ٢.pdf,8.3 MB,2026-08-06T19:23:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,251,https://t.me/robiai33/251,مجموعة الأحكام (٣٥) مجلد ٣.pdf,7.7 MB,2026-08-06T19:23:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,252,https://t.me/robiai33/252,مجموعة الأحكام (٣٥) مجلد ٤.pdf,8.1 MB,2026-08-06T19:23:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,253,https://t.me/robiai33/253,مجموعة الأحكام (٣٥) مجلد ٥.pdf,7.1 MB,2026-08-06T19:23:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,254,https://t.me/robiai33/254,مجموعة الأحكام (٣٥) مجلد ٦.pdf,7 MB,2026-08-06T19:23:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,255,https://t.me/robiai33/255,مجموعة الأحكام (٣٥) مجلد ٧.pdf,7.1 MB,2026-08-06T19:23:11+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,256,https://t.me/robiai33/256,مجموعة الأحكام (٣٥) مجلد ٨.pdf,8.1 MB,2026-08-06T19:23:11+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,257,https://t.me/robiai33/257,مجموعة الأحكام (٣٥) مجلد ٩.pdf,8.7 MB,2026-08-06T19:23:11+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,258,https://t.me/robiai33/258,مجموعة الأحكام (٣٥) مجلد ١١.pdf,10.1 MB,2026-08-06T19:23:11+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,259,https://t.me/robiai33/259,مجموعة الأحكام (٣٥) مجلد ١٠.pdf,9.1 MB,2026-08-06T19:23:11+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,260,https://t.me/robiai33/260,مجموعة الأحكام (٣٥) مجلد ١.pdf,9.1 MB,2026-08-06T19:23:11+00:00,,/s/robiai33?after=260,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,261,https://t.me/robiai33/261,مجموعة الأحكام (٣٥) مجلد ١٣.pdf,10.6 MB,2026-08-06T19:23:11+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,262,https://t.me/robiai33/262,مجموعة الأحكام (٣٥) مجلد ١١.pdf,10.1 MB,2026-08-06T19:23:11+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,263,https://t.me/robiai33/263,المبادئ والقرارات.pdf,12.9 MB,2026-08-06T19:24:27+00:00,,,مبدأ قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,264,https://t.me/robiai33/264,معجم مصطلحات العلوم الشرعية 4.pdf,39 MB,2026-08-06T19:24:27+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,265,https://t.me/robiai33/265,معجم مصطلحات العلوم الشرعية 2.pdf,75.4 MB,2026-08-06T19:24:27+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,266,https://t.me/robiai33/266,معجم مصطلحات العلوم الشرعية 3.pdf,76.5 MB,2026-08-06T19:24:27+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,267,https://t.me/robiai33/267,معجم مصلطحات العلوم الشرعية 1.pdf,86.9 MB,2026-08-06T19:24:27+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,268,https://t.me/robiai33/268,تجاري 1.pdf,14.1 MB,2026-08-06T19:24:27+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,269,https://t.me/robiai33/269,تجاري 2.pdf,12.6 MB,2026-08-06T19:24:27+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,270,https://t.me/robiai33/270,تجاري 3.pdf,12.1 MB,2026-08-06T19:24:27+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,271,https://t.me/robiai33/271,تجاري 4.pdf,11.2 MB,2026-08-06T19:24:27+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,272,https://t.me/robiai33/272,تجاري 5.pdf,10.1 MB,2026-08-06T19:24:27+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,273,https://t.me/robiai33/273,الفهارس تجاري.pdf,2.7 MB,2026-08-06T19:24:27+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,274,https://t.me/robiai33/274,جزائي 1.pdf,15 MB,2026-08-06T19:24:27+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,275,https://t.me/robiai33/275,جزائي 2.pdf,16.2 MB,2026-08-06T19:24:27+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,276,https://t.me/robiai33/276,الفهارس جزائي.pdf,2.2 MB,2026-08-06T19:24:27+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,277,https://t.me/robiai33/277,مجموعة المبادئ التجارية.pdf,814.5 KB,2026-08-06T19:24:47+00:00,,,مبدأ قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,278,https://t.me/robiai33/278,مدونة_التفتيش_القضائي_الإصدار_الأول.pdf,9.8 MB,2026-08-06T19:33:26+00:00,,,فهرس/مدونة مرجعية غير مستقلة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,279,https://t.me/robiai33/279,تعليمات_بشأن_تطبيق_لائحة_التصرف_في_عقارات_الدولة.pdf,46.5 KB,2026-08-06T19:40:10+00:00,,,لائحة/نظام مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,280,https://t.me/robiai33/280,نظام_نزع_ملكية_العقارات_للمنفعة_العامة،_ووضع_اليد_المؤقت_على_العقار.pdf,3 MB,2026-08-06T19:40:21+00:00,,/s/robiai33?after=280,لائحة/نظام مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,281,https://t.me/robiai33/281,100.pdf,6.6 MB,2026-08-06T19:40:52+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,283,https://t.me/robiai33/283,الملف_المرفق.pdf,724.1 KB,2026-08-06T19:49:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,284,https://t.me/robiai33/284,أمر_ملكي_في_شأن_عقوبة_كل_من_يسهل_دخول_المتسلل_للمملكة_أو_نقله.pdf,46.7 KB,2026-08-06T19:49:28+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,285,https://t.me/robiai33/285,قرار_المحكمة_العليا_بشأن_إقرار_مبادئ_في_شأن_الجوانب_المتصلة.pdf,1.5 MB,2026-08-06T19:49:40+00:00,,,مبدأ قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,286,https://t.me/robiai33/286,مبادئ الأوراق التجارية 1.pdf,1.8 MB,2026-08-06T19:49:50+00:00,,,مبدأ قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,287,https://t.me/robiai33/287,المبادئ والقرارات.pdf,12.9 MB,2026-08-06T19:50:13+00:00,,,مبدأ قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,288,https://t.me/robiai33/288,التطبيق القضائي.pdf,410.5 KB,2026-08-06T19:50:25+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,289,https://t.me/robiai33/289,13 - ت - 8224 في 5 - 1 - 1442 هـ.pdf,795.3 KB,2026-08-06T19:52:07+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,290,https://t.me/robiai33/290,قرار رقم 1.pdf,6.3 MB,2026-08-06T19:52:34+00:00,,,قرار مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,291,https://t.me/robiai33/291,فهرسة_وتصنيف_التعاميم_المنظمة_لعمل_كاتب_العدل_1442هـ.pdf,3.3 MB,2026-08-06T19:52:58+00:00,,,فهرس/مدونة مرجعية غير مستقلة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,292,https://t.me/robiai33/292,file-3.pdf,161.7 KB,2026-08-06T19:53:38+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,293,https://t.me/robiai33/293,الملف_المرفق.pdf,604.3 KB,2026-08-06T19:54:20+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,294,https://t.me/robiai33/294,‎⁨الملف_المرفق⁩.pdf,604.3 KB,2026-08-06T19:54:20+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,295,https://t.me/robiai33/295,Unknown.pdf,3.3 MB,2026-08-06T19:54:20+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,296,https://t.me/robiai33/296,‎⁨١٣ - ت - ٨١٣٤⁩.pdf,7.9 MB,2026-08-06T19:54:31+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,297,https://t.me/robiai33/297,‎⁨١٣ - ت - ٨١٣٤⁩.pdf,7.9 MB,2026-08-06T19:54:42+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,298,https://t.me/robiai33/298,02.pdf,1 MB,2026-08-06T19:54:52+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,299,https://t.me/robiai33/299,8268802c-b2a0-4fd6-908e-9af6bd1bb50b.pdf,1.1 MB,2026-08-06T19:54:59+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,300,https://t.me/robiai33/300,f0914de6-eb55-46c0-b280-86a93bea7249.pdf,798.9 KB,2026-08-06T19:55:05+00:00,,/s/robiai33?after=300,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,301,https://t.me/robiai33/301,67188004-a502-43a9-ac90-1c89a7b3626a.pdf,133 KB,2026-08-06T19:55:11+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,302,https://t.me/robiai33/302,scan0003.pdf.pdf,1.7 MB,2026-08-06T19:55:29+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,303,https://t.me/robiai33/303,‎⁨دليل_الأسئلة_العدلية_في_القضاء.pdf,452.5 KB,2026-08-06T19:56:20+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,304,https://t.me/robiai33/304,تسبيبات وسائل الإثبات.pdf,716.6 KB,2026-08-06T19:56:32+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,305,https://t.me/robiai33/305,مجموعة_قواعد_واصول_القانون_تسبيبات.pdf,716.6 KB,2026-08-06T19:56:53+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,306,https://t.me/robiai33/306,فهرسة نظام الإجراءات الجزائية.pdf,157.2 KB,2026-08-06T19:57:42+00:00,,,فهرس/مدونة مرجعية غير مستقلة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,307,https://t.me/robiai33/307,التعاميم_ومواد_الأنظمة_المهمة_في.pdf,975.5 KB,2026-08-06T19:57:52+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,308,https://t.me/robiai33/308,02.pdf,1 MB,2026-08-06T19:58:15+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,309,https://t.me/robiai33/309,تعميم من الديوان الملكي 1443هـ.pdf,58.3 KB,2026-08-06T19:59:40+00:00,,,تعميم مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,310,https://t.me/robiai33/310,أمر_ملكي_بخصوص_طلبات_تملك_العقارات.pdf,734.6 KB,2026-08-06T19:59:40+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,311,https://t.me/robiai33/311,تعميم_تنفيذ_الأحكام_الصادرة_بانتقال_الملكية_العقارية.pdf,36.5 KB,2026-08-06T19:59:40+00:00,,,تعميم مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,312,https://t.me/robiai33/312,الملف_المرفق.pdf,724.1 KB,2026-08-06T19:59:40+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
